Item,SPSS,OWL ID,FY 19 Calibration Status,Bank status fy18,NOTES,N count in 2018,N count in 2017,N count in 2015,FY18 Calibration Status,Bank status FY16,Fix in 2017,SKIP?,a_FY18,b_FY18,c_FY18,a_FY16,se of a,b_FY16,se of b,c_FY16,se of c,FINAL Resolution,Cog Level_NEW
363,@1793,1793,Include in FY19 calib,FY18_Calibrated&Unused,,2014,1678,832,Include FY18 Calib,Operational FY16,,;,1.114131,1.3863863,0.1946248,1.358194811,0,1.34286381,0,0.20893,0,4.OA.5,PU
364,@1794,1794,Include in FY19 calib,FY18_Calibrated&Unused,,1575,1624,1578,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.917195353,-0.8073743,0.18355,0.917195381,0,-0.807374355,0,0.18355,0,6.EE.6,PU
365,@1795,1795,Include in FY19 calib,FY18_Calibrated&Unused,,1972,2029,1889,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.690429941,-0.9166233,0.16928,0.69042993,0,-0.916623361,0,0.16928,0,6.EE.6,PU
366,@1796,1796,Include in FY19 calib,FY18 Operational ,,1026,294,314,Include FY18 Calib,Operational FY16,,;,1.12,1.4107193,0.2,1.614375553,0,1.680176128,0,0.19991,0,6.EE.6,CU
367,@1797,1797,Include in FY19 calib,FY18_Calibrated&Unused,,6912,6327,4186,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.394097588,0.3721715,0.16212,1.394097562,0,0.372171507,0,0.16212,0,4.NBT.2,CU
368,@1798,1798,Include in FY19 calib,FY18_Calibrated&Unused,,2845,2946,2724,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.139082941,0.3405652,0.19276,1.13908292,0,0.340565221,0,0.19276,0,4.NBT.2,CU
369,@1799,1799,Include in FY19 calib,FY18_Calibrated&Unused,,6592,6108,4131,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.439493353,0.2390975,0.16013,1.439493354,0,0.239097535,0,0.16013,0,6.EE.6,ST
370,@1802,1802,Include in FY19 calib,FY18_Calibrated&Unused,,1006,1025,1030,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.766689118,0.0376052,0.2541904,2.147496908,0,0.11592983,0,0.27077,0,6.EE.2a,PU
371,@1809,1809,Include in FY19 calib,FY18 Operational ,,14227,12955,10112,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.615344588,0.4271948,0.15823,1.615344566,0,0.427194817,0,0.15823,0,6.EE.9,ST
372,@1810,1810,Include in FY19 calib,FY18 Operational ,,337,192,316,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,-0.9942954,0.2,1.614375553,0,-0.672790393,0,0.2,0,2.OA.1,PU
373,@1811,1811,Include in FY19 calib,FY18_Calibrated&Unused,,1086,1094,957,Include FY18 Calib,Operational FY16,,;,1.112118118,1.4782016,0.2217317,1.193856786,0,1.48437059,0,0.24553,0,7.EE.4,PU
374,@1812,1812,Include in FY19 calib,FY18_Calibrated&Unused,,6159,5836,4283,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.049933706,-0.3655683,0.15479,1.049933729,0,-0.365568283,0,0.15479,0,2.OA.1,PU
375,@1813,1813,Include in FY19 calib,FY18 Operational ,,5222,3467,1743,Include FY18 Calib,Operational FY16,Yes,",SKIP;",2.084297529,0.5477748,0.13834,2.084297556,0,0.547774838,0,0.13834,0,7.EE.4,PU
376,@1816,1816,Include in FY19 calib,FY18_Calibrated&Unused,,2074,1539,359,Include FY18 Calib,Operational FY16,,;,1.334338824,0.2982421,0.1615471,1.614375553,0,0.273991703,0,0.2,0,6.SP.4,PU
377,@1817,1817,Include in FY19 calib,FY18_Calibrated&Unused,,2187,2272,2147,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.375144353,-0.0091984,0.17049,1.375144325,0,-0.009198427,0,0.17049,0,6.EE.2c,PU
378,@1820,1820,Include in FY19 calib,FY18_Calibrated&Unused,,3830,3938,3565,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.921350647,-0.6303707,0.1684,0.92135064,0,-0.63037063,0,0.1684,0,8.F.5,ST
379,@1822,1822,Include in FY19 calib,FY18_Calibrated&Unused,,10701,10266,7411,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.075407294,0.6214965,0.22647,1.075407273,0,0.621496455,0,0.22647,0,6.EE.6,PU
380,@1823,1823,Include in FY19 calib,FY18_Calibrated&Unused,,10060,9962,8071,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.579458235,0.9808072,0.07365,1.57945824,0,0.980807137,0,0.07365,0,6.SP.5,ST
381,@1824,1824,Include in FY19 calib,FY18_Calibrated&Unused,,3404,3243,2453,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.311238765,1.0443485,0.12229,1.311238743,0,1.044348497,0,0.12229,0,7.NS.1c,CU
382,@1827,1827,Include in FY19 calib,FY18_Calibrated&Unused,,1590,1624,1618,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.949172824,2.2011349,0.23811,0.949172808,0,2.201134911,0,0.23811,0,7.EE.3,ST
383,@1831,1831,Include in FY19 calib,FY18 Operational ,,2966,2906,2704,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.17988,-0.5305286,0.14829,1.179880007,0,-0.530528619,0,0.14829,0,2.MD.10,ST
384,@1833,1833,Include in FY19 calib,FY18 Operational ,,4297,3047,2777,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.300825941,0.0251295,0.19134,1.30082596,0,0.025129494,0,0.19134,0,4.OA.3,ST
385,@1836,1836,Include in FY19 calib,FY18_Calibrated&Unused,,4291,4431,4026,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.650339059,0.1867228,0.1992,0.650339072,0,0.186722796,0,0.1992,0,7.EE.3,ST
386,@1844,1844,Include in FY19 calib,FY18_Calibrated&Unused,,3614,3728,3407,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.122018412,0.2488637,0.21295,1.122018438,0,0.248863762,0,0.21295,0,5.MD.2,PU
387,@1845,1845,Include in FY19 calib,FY18_Calibrated&Unused,,1635,1474,912,Include FY18 Calib,Operational FY16,,;,1.275299353,1.2912142,0.1205059,1.630618838,0,1.292717524,0,0.13873,0,6.SP.5c,PU
388,@1846,1846,Include in FY19 calib,FY18_Calibrated&Unused,,5509,5633,5121,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.723704824,0.0726455,0.36718,0.723704849,0,0.072645475,0,0.36718,0,6.SP.5c,ST
389,@1847,1847,Include in FY19 calib,FY18_Calibrated&Unused,,285,290,419,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.6037225,0.2,1.064567467,0,1.604524403,0,0.2,0,6.SP.5,PU
390,@1851,1851,Include in FY19 calib,FY18_Calibrated&Unused,,9333,9005,6922,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.521136824,0.2066449,0.16948,1.5211368,0,0.206644924,0,0.16948,0,6.SP.4,ST
391,@1852,1852,Include in FY19 calib,FY18_Calibrated&Unused,,2185,2214,1911,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.358391882,0.8280729,0.25431,1.358391898,0,0.82807285,0,0.25431,0,6.EE.6,PU
392,@1853,1853,Include in FY19 calib,FY18_Calibrated&Unused,,1809,1868,1790,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.251422706,-0.5848274,0.16327,1.251422725,0,-0.584827378,0,0.16327,0,6.EE.6,PU
393,@1868,1868,Include in FY19 calib,FY18_Calibrated&Unused,,847,870,849,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.060958176,1.2348997,0.1892259,1.13384368,0,1.141468873,0,0.16809,0,4.G.1,CU
394,@1869,1869,Include in FY19 calib,FY18_Calibrated&Unused,,518,537,659,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.511750882,1.3853426,0.1652952,2.364982829,0,1.349299534,0,0.19999,0,8.G.5,PU
395,@1870,1870,Include in FY19 calib,FY18_Calibrated&Unused,,223,226,366,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.6335342,0.2,1.614375553,0,1.460356875,0,0.2,0,8.G.5,PU
396,@1871,1871,Include in FY19 calib,FY18 Operational ,,2281,1810,1797,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.689991412,1.2030679,0.22455,1.68999141,0,1.203067947,0,0.22455,0,7.NS.1,CU
397,@1872,1872,Include in FY19 calib,FY18_Calibrated&Unused,,1992,2061,1973,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.383422,0.9895444,0.3426,1.383421995,0,0.989544379,0,0.3426,0,7.NS.1c,CU
398,@1873,1873,Include in FY19 calib,FY18_Calibrated&Unused,,2444,2525,2414,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",2.618765647,1.323648,0.24441,2.618765675,0,1.323647968,0,0.24441,0,7.SP.7b,PU
399,@2049,2049,Include in FY19 calib,FY18_Calibrated&Unused,,2297,2355,2251,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",2.001488,0.9183983,0.17362,2.00148801,0,0.91839827,0,0.17362,0,3.OA.7,CU
400,@2050,2050,Include in FY19 calib,FY18_Calibrated&Unused,,7682,7220,5255,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.932178941,0.2737542,0.29644,1.932178949,0,0.273754245,0,0.29644,0,4.NF.6,CU
401,@2052,2052,Include in FY19 calib,FY18_Calibrated&Unused,,655,693,799,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.885637176,1.2801312,0.3836423,1.210658485,0,1.2797791,0,0.41047,0,4.NBT.3,PU
402,@2053,2053,Include in FY19 calib,FY18_Calibrated&Unused,,3342,3409,2930,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.892017471,-0.0660849,0.14482,0.892017469,0,-0.066084871,0,0.14482,0,4.NBT.3,PU
403,@2054,2054,Include in FY19 calib,FY18_Calibrated&Unused,,230,237,370,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,-0.0057238,0.2,1.614375553,0,0.08612579,0,0.20002,0,4.OA.3,PU
404,@2055,2055,Include in FY19 calib,FY18_Calibrated&Unused,,350,357,485,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.1883086,0.2,1.093227257,0,0.222968648,0,0.2,0,4.NBT.3,PU
405,@2056,2056,Include in FY19 calib,FY18_Calibrated&Unused,,915,951,1008,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.407583882,0.0644132,0.2684494,0.526650319,0,0.133580884,0,0.24192,0,8.G.4,PU
406,@2057,2057,Include in FY19 calib,FY18_Calibrated&Unused,,889,935,1013,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.093466529,1.9323609,0.2449696,1.658030407,0,1.790058356,0,0.27561,0,6.EE.3,CU
407,@2068,2068,Include in FY19 calib,FY18_Calibrated&Unused,,1064,1085,1148,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.397087,1.1931131,0.3065666,0.792291256,0,0.955861856,0,0.37483,0,5.NF.3,CU
408,@2071,2071,Include in FY19 calib,FY18 Operational ,,3573,3099,2346,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.227558706,-1.18872,0.15389,1.227558728,0,-1.188719935,0,0.15389,0,5.G.2,CU
409,@2072,2072,Include in FY19 calib,FY18_Calibrated&Unused,,4962,4618,3259,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.004078059,0.2462334,0.18969,1.004078066,0,0.246233456,0,0.18969,0,5.G.2,ST
410,@2080,2080,Include in FY19 calib,FY18_Calibrated&Unused,,2461,2550,2407,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.610790176,1.1359039,0.19927,0.610790205,0,1.135903828,0,0.19927,0,6.RP.1,PU
411,@2082,2082,Include in FY19 calib,FY18_Calibrated&Unused,,963,991,1061,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.871933294,2.7168017,0.1771859,1.506765845,0,2.310992783,0,0.19669,0,6.RP.3c,ST
412,@2083,2083,Include in FY19 calib,FY18_Calibrated&Unused,,1901,1958,1846,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",2.021361,1.4390587,0.31864,2.021360987,0,1.439058707,0,0.31864,0,7.RP.2a,PU
413,@2084,2084,Include in FY19 calib,FY18_Calibrated&Unused,,746,782,857,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.286814471,-0.7448933,0.2615195,0.433444414,0,-0.491481978,0,0.24001,0,4.MD.6,PU
414,@2085,2085,Include in FY19 calib,FY18_Calibrated&Unused,,1322,1385,1408,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.728397,0.816895,0.2869733,0.791387939,0,0.765925796,0,0.25977,0,4.MD.6,PU
415,@2086,2086,Include in FY19 calib,FY18_Calibrated&Unused,,1842,1909,1822,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.699418765,1.0546992,0.20449,1.699418756,0,1.054699236,0,0.20449,0,4.MD.6,CU
416,@2088,2088,Include in FY19 calib,FY18 Operational ,,1010,923,929,Include FY18 Calib,Operational FY16,,;,1.017427706,2.0837801,0.1887043,1.55221091,0,1.913341746,0,0.22073,0,8.F.1,CU
417,@2091,2091,Include in FY19 calib,FY18_Calibrated&Unused,,3020,3118,2936,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.363319059,0.9081876,0.34404,1.363319083,0,0.90818757,0,0.34404,0,7.SP.8a,PU
418,@2093,2093,Include in FY19 calib,FY18 Operational ,,3374,2660,1778,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.710537765,1.169696,0.14926,1.710537769,0,1.169695947,0,0.14926,0,7.SP.8b,PU
419,@2094,2094,Include in FY19 calib,FY18_Calibrated&Unused,,1819,1780,1579,Include FY18 Calib,Operational FY16,Yes,",SKIP;",2.042367235,1.7912274,0.03687,2.042367216,0,1.79122738,0,0.03687,0,7.SP.8b,ST
420,@2098,2098,Include in FY19 calib,FY18_Calibrated&Unused,,1216,1240,1208,Include FY18 Calib,Operational FY16,,;,1.048467824,1.7408056,0.1874845,1.367145863,0,1.694502769,0,0.22476,0,4.MD.3,PU
421,@2103,2103,Include in FY19 calib,FY18_Calibrated&Unused,,1116,1175,1229,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.918964471,-0.633152,0.1881753,1.016658811,0,-0.548587614,0,0.14383,0,2.MD.10,CU
422,@2105,2105,Include in FY19 calib,FY18_Calibrated&Unused,,2856,2922,2546,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.137259882,-0.5086216,0.10056,1.137259861,0,-0.508621584,0,0.10056,0,2.MD.10,CU
423,@2106,2106,Include in FY19 calib,FY18 Operational ,,10092,8519,6319,Include FY18 Calib,Operational FY16,Yes,",SKIP;",0.978785176,0.5585335,0.20271,0.978785186,0,0.558533518,0,0.20271,0,6.SP.4,ST
424,@2108,2108,Include in FY19 calib,FY18_Calibrated&Unused,,3988,3838,2916,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.252621647,1.0990674,0.32172,1.252621673,0,1.099067375,0,0.32172,0,4.OA.5,PU
425,@2111,2111,Include in FY19 calib,FY18_Calibrated&Unused,,5610,5418,4186,Include FY18 Calib,Operational FY16,Yes,",SKIP;",0.754007059,0.9022145,0.15581,0.754007033,0,0.902214585,0,0.15581,0,6.SP.4,ST
426,@2113,2113,Include in FY19 calib,FY18_Calibrated&Unused,,1525,1576,1564,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.898969706,1.5783797,0.30693,1.898969726,0,1.578379654,0,0.30693,0,8.G.4,PU
427,@2114,2114,Include in FY19 calib,FY18_Calibrated&Unused,,2976,3110,2901,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.928889235,1.7191315,0.28214,0.928889232,0,1.719131439,0,0.28214,0,8.G.4,ST
428,@2115,2115,Include in FY19 calib,FY18 Operational ,,2126,1817,1717,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.517704176,1.2585053,0.31591,1.517704195,0,1.258505287,0,0.31591,0,8.G.4,ST
429,@2116,2116,Include in FY19 calib,FY18_Calibrated&Unused,,2531,2626,2482,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.943982824,1.6540801,0.08164,0.94398284,0,1.654080088,0,0.08164,0,8.G.4,ST
430,@2118,2118,Include in FY19 calib,FY18 Operational ,,677,522,520,Include FY18 Calib,Operational FY16,,;,1.222282647,1.8633254,0.2594809,1.54393324,0,1.634291911,0,0.20004,0,A.CED.4,PU
431,@2119,2119,Include in FY19 calib,FY18 Operational ,,1081,998,1013,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.568572765,1.626312,0.238312,3.21362465,0,1.52772192,0,0.30621,0,F.IF.2,PU
432,@2125,2125,Include in FY19 calib,FY18_Calibrated&Unused,,900,932,988,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.756879941,0.8936867,0.1471569,2.148548041,0,0.904522191,0,0.157,0,4.OA.5,PU
433,@2126,2126,Include in FY19 calib,FY18_Calibrated&Unused,,5145,4884,3511,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.626365059,-0.310064,0.12412,1.626365035,0,-0.310063967,0,0.12412,0,6.EE.9,PU
434,@2128,2128,Include in FY19 calib,FY18_Calibrated&Unused,,2713,2768,2550,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.324575,2.1161492,0.15827,1.324574989,0,2.116149255,0,0.15827,0,4.OA.5,ST
435,@2129,2129,Include in FY19 calib,FY18_Calibrated&Unused,,5580,5795,5274,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.936477118,0.8697071,0.08296,0.936477096,0,0.869707176,0,0.08296,0,7.RP.3,ST
436,@2132,2132,Include in FY19 calib,FY18_Calibrated&Unused,,1234,1291,1315,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.792855294,1.0013294,0.2969087,0.898882679,0,0.972033364,0,0.28429,0,5.NBT.7,PU
437,@2135,2135,Include in FY19 calib,FY18 Operational ,,1269,1158,1083,Include FY18 Calib,Operational FY16,,;,1.666298294,2.0061622,0.1430119,3.289700378,0,1.825500504,0,0.17116,0,8.G.7,PU
438,@2137,2137,Include in FY19 calib,FY18_Calibrated&Unused,,5277,5058,3887,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.744354706,0.9904577,0.29406,1.744354678,0,0.990457679,0,0.29406,0,7.G.5,PU
439,@2138,2138,Include in FY19 calib,FY18 Operational ,,5758,4981,4369,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.888486294,0.5135444,0.20925,0.88848632,0,0.513544335,0,0.20925,0,7.G.6,PU
440,@2140,2140,Include in FY19 calib,FY18_Calibrated&Unused,,1442,1497,1548,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",2.152112059,1.4845472,0.08545,2.152112038,0,1.484547161,0,0.08545,0,4.NF.1,ST
441,@2143,2143,Include in FY19 calib,FY18_Calibrated&Unused,,1476,1528,1518,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",2.151980647,0.8837598,0.33849,2.151980646,0,0.883759826,0,0.33849,0,8.EE.7b,PU
442,@2144,2144,Include in FY19 calib,FY18_Calibrated&Unused,,2448,2524,2412,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.297968176,-0.4469677,0.11631,1.297968193,0,-0.446967712,0,0.11631,0,2.MD.4,PU
443,@2145,2145,Include in FY19 calib,FY18_Calibrated&Unused,,2032,2095,2017,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.836493,1.3633096,0.1569,1.836493027,0,1.363309564,0,0.1569,0,7.G.6,PU
444,@2147,2147,Include in FY19 calib,FY18_Calibrated&Unused,,5793,5957,5370,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.879453176,1.2075735,0.12122,0.879453148,0,1.207573563,0,0.12122,0,4.MD.3,PU
445,@2149,2149,Include in FY19 calib,FY18_Calibrated&Unused,,4276,4414,4063,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.876135529,0.7429288,0.15748,0.876135511,0,0.742928889,0,0.15748,0,6.SP.5c,CU
446,@2151,2151,Include in FY19 calib,FY18_Calibrated&Unused,,4382,4345,3510,Include FY18 Calib,Operational FY16,Yes,",SKIP;",0.903497824,1.0492377,0.18176,0.903497808,0,1.049237699,0,0.18176,0,3.MD.1,ST
447,@2153,2153,Include in FY19 calib,FY18 Operational ,,3320,2591,2384,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.314342882,-0.3805221,0.25322,1.31434287,0,-0.380522056,0,0.25322,0,4.OA.2,PU
448,@2154,2154,Include in FY19 calib,FY18_Calibrated&Unused,,299,306,454,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.9051855,0.2,3.045377726,0,1.457257742,0,0.20003,0,5.NBT.3b,CU
449,@2157,2157,Include in FY19 calib,FY18_Calibrated&Unused,,2170,1846,1042,Include FY18 Calib,Operational FY16,,;,1.918341882,1.0976062,0.1777477,2.589514623,0,1.088722724,0,0.22147,0,6.RP.3c,PU
450,@2158,2158,Include in FY19 calib,FY18_Calibrated&Unused,,4723,4587,3588,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.005753294,1.0346736,0.1398,1.005753309,0,1.034673601,0,0.1398,0,6.RP.3,ST
451,@2159,2159,Include in FY19 calib,FY18_Calibrated&Unused,,3021,3127,2906,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",2.023134765,0.9574266,0.12114,2.023134773,0,0.957426644,0,0.12114,0,6.EE.5,PU
452,@2160,2160,Include in FY19 calib,FY18_Calibrated&Unused,,183,190,364,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.7223894,0.2,1.614375553,0,1.608609901,0,0.20004,0,7.EE.2,PU
453,@2162,2162,Include in FY19 calib,FY18 Operational ,,3395,2317,1539,Include FY18 Calib,Operational FY16,Yes,",SKIP;",2.524295118,-0.4400936,0.44987,2.524295125,0,-0.440093603,0,0.44987,0,2.MD.10,CU
454,@2164,2164,Include in FY19 calib,FY18_Calibrated&Unused,,4680,4604,3610,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.454439118,0.9678505,0.35926,1.454439147,0,0.967850447,0,0.35926,0,7.EE.4,PU
455,@2165,2165,Include in FY19 calib,FY18_Calibrated&Unused,,9357,9588,8411,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.713209941,0.7816041,0.11299,0.713209946,0,0.781604121,0,0.11299,0,4.OA.5,PU
456,@2167,2167,Include in FY19 calib,FY18_Calibrated&Unused,,2593,2647,2525,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.815219059,0.1762685,0.16403,0.815219087,0,0.176268549,0,0.16403,0,4.NF.6,CU
457,@2170,2170,Include in FY19 calib,FY18_Calibrated&Unused,,4831,4295,2690,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.650229059,0.3173735,0.21273,1.650229032,0,0.317373477,0,0.21273,0,6.EE.2c,PU
458,@2181,2181,Include in FY19 calib,FY18_Calibrated&Unused,,2812,2891,2695,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.581839706,0.6594471,0.4355,1.581839712,0,0.659447135,0,0.4355,0,2.NBT.4,CU
459,@2182,2182,Include in FY19 calib,FY18_Calibrated&Unused,,3371,3484,3189,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.112098353,0.3548736,0.23777,1.112098373,0,0.354873595,0,0.23777,0,2.NBT.4,CU
460,@2183,2183,Include in FY19 calib,FY18_Calibrated&Unused,,4519,4617,4222,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.840516882,0.6932453,0.5,1.840516894,0,0.693245342,0,0.5,0,2.NBT.4,CU
461,@2184,2184,Include in FY19 calib,FY18_Calibrated&Unused,,2520,2585,2420,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.868514824,-0.8152713,0.17967,0.868514799,0,-0.81527136,0,0.17967,0,3.OA.1,CU
462,@2185,2185,Include in FY19 calib,FY18 Operational ,,3944,3060,2838,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.405512176,-0.106611,0.12567,1.405512205,0,-0.106611059,0,0.12567,0,4.OA.5,ST
463,@2190,2190,Include in FY19 calib,FY18_Calibrated&Unused,,6397,6108,4509,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.590117353,-0.2725151,0.28317,1.590117382,0,-0.272515139,0,0.28317,0,6.RP.3b,PU
464,@2192,2192,Include in FY19 calib,FY18_Calibrated&Unused,,2335,2416,2360,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.688693941,1.3914818,0.3946,1.688693918,0,1.39148184,0,0.3946,0,6.EE.7,PU
465,@2194,2194,Include in FY19 calib,FY18_Calibrated&Unused,,1345,1382,1385,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.366770235,0.4299016,0.4216653,1.546643191,0,0.456627448,0,0.42309,0,7.NS.1,PU
466,@2196,2196,Include in FY19 calib,FY18_Calibrated&Unused,,8885,8423,6141,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.473720882,0.4284126,0.16538,1.473720862,0,0.428412551,0,0.16538,0,5.MD.2,PU
467,@2197,2197,Include in FY19 calib,FY18_Calibrated&Unused,,7692,7427,5639,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.366833824,-0.1627425,0.25694,1.366833808,0,-0.162742508,0,0.25694,0,6.SP.5,PU
468,@2201,2201,Include in FY19 calib,FY18 Operational ,,3137,1886,1846,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.848592529,0.5941949,0.18538,0.84859255,0,0.594194858,0,0.18538,0,7.SP.5,CU
469,@2202,2202,Include in FY19 calib,FY18_Calibrated&Unused,,3185,3227,2861,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.679496529,-0.7110942,0.30515,1.679496507,0,-0.711094216,0,0.30515,0,6.RP.3c,CU
470,@2203,2203,Include in FY19 calib,FY18_Calibrated&Unused,,4466,4189,2989,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.231861824,-0.2570073,0.16824,1.231861802,0,-0.257007296,0,0.16824,0,3.OA.8,PU
471,@2204,2204,Include in FY19 calib,FY18_Calibrated&Unused,,3940,4059,3728,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.423184353,0.0073749,0.25522,1.423184374,0,0.007374932,0,0.25522,0,6.SP.5,PU
472,@2208,2208,Include in FY19 calib,FY18_Calibrated&Unused,,4688,4804,4380,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.430608,0.6501071,0.14003,1.430607998,0,0.650107115,0,0.14003,0,2.MD.2,CU
473,@2209,2209,Include in FY19 calib,FY18_Calibrated&Unused,,3291,3278,2744,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.342969824,-0.764778,0.10845,1.342969811,0,-0.76477802,0,0.10845,0,2.OA.1,PU
474,@2211,2211,Include in FY19 calib,FY18 Operational ,,4055,3347,3064,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.525177118,-0.4252372,0.20892,1.525177091,0,-0.425237249,0,0.20892,0,4.NF.6,CU
475,@2212,2212,Include in FY19 calib,FY18_Calibrated&Unused,,1957,2019,1913,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.169155176,-0.5026669,0.11779,1.169155169,0,-0.502666865,0,0.11779,0,3.MD.1,PU
