Item,SPSS,OWL ID,FY 19 Calibration Status,Bank status fy18,NOTES,N count in 2018,N count in 2017,N count in 2015,FY18 Calibration Status,Bank status FY16,Fix in 2017,SKIP?,a_FY18,b_FY18,c_FY18,a_FY16,se of a,b_FY16,se of b,c_FY16,se of c,FINAL Resolution,Cog Level_NEW
1192,@4747,4747,Include in FY19 calib,FY18_Calibrated&Unused,"N<150, try to calib?",125,125,,Include FY18 Calib,Piloting FY16,,;,1.12,-1.5617327,0.2,0,0,0,0,0,0,6.NS.5,CU
1193,@4748,4748,Include in FY19 calib,FY18_Calibrated&Unused,"N<150, try to calib?",142,142,,Include FY18 Calib,Piloting FY16,,;,1.12,0.0740482,0.2,0,0,0,0,0,0,3.NBT.1,PU
1194,@4749,4749,Include in FY19 calib,FY18_Calibrated&Unused,"N<150, try to calib?",98,98,,Include FY18 Calib,Piloting FY16,,;,1.12,1.3646834,0.2,0,0,0,0,0,0,3.NBT.1,PU
1195,@4750,4750,Include in FY19 calib,FY18_Calibrated&Unused,,2593,1917,671,Include FY18 Calib,Operational FY16,,;,1.546645353,0.6988089,0.1415098,1.857745616,0,0.726976574,0,0.19997,0,3.OA.9,PU
1196,@4802,4802,Include in FY19 calib,FY18 Operational ,,886,731,925,Include FY18 Calib,Operational FY16,,;,1.341984647,-1.1161921,0.3062187,1.601959049,0,-1.0005435,0,0.21729,0,2.OA.1,ST
1197,@4803,4803,Include in FY19 calib,FY18 Operational ,,1040,802,925,Include FY18 Calib,Operational FY16,,;,1.186211412,-1.3820322,0.1825827,1.083159376,0,-1.431633513,0,0.17419,0,2.NBT.7,PU
1198,@4804,4804,Include in FY19 calib,FY18_Calibrated&Unused,,2550,1946,905,Include FY18 Calib,Operational FY16,,;,0.808042706,0.3695707,0.3061839,1.143139635,0,0.441332709,0,0.31555,0,3.NBT.1,CU
1199,@4805,4805,Include in FY19 calib,FY18 Operational ,,976,768,927,Include FY18 Calib,Operational FY16,,;,1.076165118,-0.8749665,0.2795285,1.487993273,0,-0.719642709,0,0.18215,0,2.G.1,CU
1200,@4806,4806,Include in FY19 calib,FY18_Calibrated&Unused,,909,819,906,Include FY18 Calib,Operational FY16,,;,0.743627941,-0.5390158,0.189877,0.950979442,0,-0.37510314,0,0.18534,0,2.G.1,CU
1201,@4807,4807,Include in FY19 calib,FY18_Calibrated&Unused,,516,528,906,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.535449176,-0.7190147,0.2017628,1.80201916,0,-0.571663673,0,0.15718,0,3.OA.7,PU
1202,@4808,4808,Include in FY19 calib,FY18 Operational ,,1109,746,906,Include FY18 Calib,Operational FY16,,;,1.140195353,-0.7541933,0.1700535,1.366554601,0,-0.584066294,0,0.15269,0,2.NBT.6,ST
1203,@4809,4809,Include in FY19 calib,FY18_Calibrated&Unused,,477,488,876,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.7312527,0.2,0.800076207,0,0.78298016,0,0.17689,0,3.NBT.2,ST
1204,@4810,4810,Include in FY19 calib,FY18 Operational ,,800,488,876,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,-1.0675597,0.2,2.530076355,0,-0.67948793,0,0.19003,0,3.OA.7,PU
1205,@4811,4811,Include in FY19 calib,FY18 Operational ,,1138,749,927,Include FY18 Calib,Operational FY16,,;,0.994740765,-1.4474358,0.2127087,1.109930412,0,-1.200757235,0,0.18469,0,2.NBT.4,CU
1206,@4812,4812,Include in FY19 calib,FY18 Operational ,,1561,1029,876,Include FY18 Calib,Operational FY16,,;,1.164679412,-1.5831964,0.277088,1.74589853,0,-1.232497472,0,0.19502,0,2.NBT.2,PU
1207,@4813,4813,Include in FY19 calib,FY18_Calibrated&Unused,,2013,1598,908,Include FY18 Calib,Operational FY16,,;,1.384080882,-0.4319269,0.1549764,1.815749581,0,-0.209235592,0,0.13575,0,2.NBT.2,PU
1208,@4814,4814,Include in FY19 calib,FY18_Calibrated&Unused,,1933,1511,878,Include FY18 Calib,Operational FY16,,;,1.285066706,-0.0224847,0.1983262,1.430427335,0,-0.076685246,0,0.16256,0,5.NBT.3,ST
1209,@4815,4815,Include in FY19 calib,FY18_Calibrated&Unused,,1949,1512,930,Include FY18 Calib,Operational FY16,,;,0.972992941,-0.5001785,0.1816954,1.134188583,0,-0.302940223,0,0.1355,0,5.NBT.3,CU
1210,@4816,4816,Include in FY19 calib,FY18_Calibrated&Unused,,1832,1478,879,Include FY18 Calib,Operational FY16,,;,1.465489294,-0.562425,0.1844665,1.87477725,0,-0.394300716,0,0.16706,0,3.OA.8,ST
1211,@4993,4993,Include in FY19 calib,FY18 Operational ,,1153,462,,Include FY18 Calib,Piloting FY16,,;,1.12,1.1565797,0.2,0,0,0,0,0,0,8.EE.8c,ST
1212,@4994,4994,Include in FY19 calib,FY18_Calibrated&Unused,,406,406,,Include FY18 Calib,Piloting FY16,,;,1.12,1.4156412,0.2,0,0,0,0,0,0,6.RP.3c,ST
1213,@4995,4995,Include in FY19 calib,FY18_Calibrated&Unused,,463,463,,Include FY18 Calib,Piloting FY16,,;,1.12,1.5983924,0.2,0,0,0,0,0,0,8.G.7,PU
1214,@4996,4996,Include in FY19 calib,FY18_Calibrated&Unused,,462,462,,Include FY18 Calib,Piloting FY16,,;,1.12,1.6919056,0.2,0,0,0,0,0,0,6.EE.1,PU
1215,@4998,4998,Include in FY19 calib,FY18_Calibrated&Unused,,406,406,,Include FY18 Calib,Piloting FY16,,;,1.12,1.1012,0.2,0,0,0,0,0,0,7.EE.3,ST
1216,@4999,4999,Include in FY19 calib,FY18_Calibrated&Unused,,463,463,,Include FY18 Calib,Piloting FY16,,;,1.12,0.81616,0.2,0,0,0,0,0,0,6.EE.6,PU
1217,@5003,5003,Include in FY19 calib,FY18_Calibrated&Unused,,462,462,,Include FY18 Calib,Piloting FY16,,;,1.12,-0.4732497,0.2,0,0,0,0,0,0,7.SP.8a,PU
1218,@5004,5004,Include in FY19 calib,FY18_Calibrated&Unused,,406,406,,Include FY18 Calib,Piloting FY16,,;,1.12,0.348767,0.2,0,0,0,0,0,0,7.SP.8a,PU
1219,@5005,5005,Include in FY19 calib,FY18_Calibrated&Unused,,463,463,,Include FY18 Calib,Piloting FY16,,;,1.12,1.5923231,0.2,0,0,0,0,0,0,7.G.1,PU
1220,@5006,5006,Include in FY19 calib,FY18 Operational ,,477,462,,Include FY18 Calib,Piloting FY16,,;,1.12,3.311966,0.2,0,0,0,0,0,0,7.EE.2,CU
1221,@5007,5007,Include in FY19 calib,FY18_Calibrated&Unused,,406,406,,Include FY18 Calib,Piloting FY16,,;,1.12,2.4849693,0.2,0,0,0,0,0,0,6.RP.3b,PU
1222,@5008,5008,Include in FY19 calib,FY18 Operational ,,506,463,,Include FY18 Calib,Piloting FY16,,;,1.12,2.0031296,0.2,0,0,0,0,0,0,8.G.7,ST
1223,@5009,5009,Include in FY19 calib,FY18_Calibrated&Unused,,462,462,,Include FY18 Calib,Piloting FY16,,;,1.12,0.1202168,0.2,0,0,0,0,0,0,4.OA.5,PU
1224,@5010,5010,Include in FY19 calib,FY18_Calibrated&Unused,,406,406,,Include FY18 Calib,Piloting FY16,,;,1.12,2.785143,0.2,0,0,0,0,0,0,8.G.7,PU
1225,@5011,5011,Include in FY19 calib,FY18_Calibrated&Unused,,463,463,,Include FY18 Calib,Piloting FY16,,;,1.12,1.5765699,0.2,0,0,0,0,0,0,6.SP.5,PU
1226,@5012,5012,Include in FY19 calib,FY18_Calibrated&Unused,,182,182,,Include FY18 Calib,Piloting FY16,,;,1.12,1.0600912,0.2,0,0,0,0,0,0,6.SP.4,ST
1227,@5013,5013,Include in FY19 calib,FY18_Calibrated&Unused,"N<150, try to calib?",109,109,,Include FY18 Calib,Piloting FY16,,;,1.12,0.8485897,0.2,0,0,0,0,0,0,7.RP.1,PU
1228,@5014,5014,Include in FY19 calib,FY18_Calibrated&Unused,,162,162,,Include FY18 Calib,Piloting FY16,,;,1.12,0.9232243,0.2,0,0,0,0,0,0,6.RP.2,PU
1229,@5015,5015,Include in FY19 calib,FY18_Calibrated&Unused,,182,182,,Include FY18 Calib,Piloting FY16,,;,1.12,-0.0907106,0.2,0,0,0,0,0,0,6.EE.9,PU
1230,@5016,5016,Include in FY19 calib,FY18_Calibrated&Unused,,193,193,,Include FY18 Calib,Piloting FY16,,;,1.12,1.122884,0.2,0,0,0,0,0,0,7.RP.1,CU
1231,@5017,5017,Include in FY19 calib,FY18_Calibrated&Unused,,176,176,,Include FY18 Calib,Piloting FY16,,;,1.12,2.534942,0.2,0,0,0,0,0,0,7.NS.1,PU
1232,@5018,5018,Include in FY19 calib,FY18_Calibrated&Unused,,184,184,,Include FY18 Calib,Piloting FY16,,;,1.12,1.6644865,0.2,0,0,0,0,0,0,6.RP.3c,PU
1233,@5037,5037,Include in FY19 calib,FY18_Calibrated&Unused,,275,276,,Include FY18 Calib,Piloting FY16,,;,1.12,1.1778402,0.2,0,0,0,0,0,0,5.NF.2,PU
1234,@5039,5039,Include in FY19 calib,FY18 Operational ,,2492,269,,Include FY18 Calib,Piloting FY16,,;,1.12,0.1704075,0.2,0,0,0,0,0,0,7.RP.3,ST
1235,@5040,5040,Include in FY19 calib,FY18_Calibrated&Unused,,305,306,,Include FY18 Calib,Piloting FY16,,;,1.12,0.9299877,0.2,0,0,0,0,0,0,7.RP.3,ST
1236,@5043,5043,Include in FY19 calib,FY18_Calibrated&Unused,,275,276,,Include FY18 Calib,Piloting FY16,,;,1.12,1.5438517,0.2,0,0,0,0,0,0,6.EE.7,ST
1237,@5046,5046,Include in FY19 calib,FY18_Calibrated&Unused,,269,269,,Include FY18 Calib,Piloting FY16,,;,1.12,1.3850637,0.2,0,0,0,0,0,0,5.G.3,CU
1238,@5048,5048,Include in FY19 calib,FY18_Calibrated&Unused,,305,306,,Include FY18 Calib,Piloting FY16,,;,1.12,2.0769886,0.2,0,0,0,0,0,0,4.MD.5,CU
1239,@5050,5050,Include in FY19 calib,FY18_Calibrated&Unused,,275,276,,Include FY18 Calib,Piloting FY16,,;,1.12,1.1337095,0.2,0,0,0,0,0,0,6.NS.3,PU
1240,@5104,5104,Include in FY19 calib,FY18_Calibrated&Unused,,973,973,,Include FY18 Calib,Piloting FY16,,;,1.12,1.96927,0.2,0,0,0,0,0,0,8.EE.8c,PU
1241,@5106,5106,Include in FY19 calib,FY18_Calibrated&Unused,,973,973,,Include FY18 Calib,Piloting FY16,,;,1.139765941,1.5305962,0.1655351,0,0,0,0,0,0,7.RP.2b,CU
1242,@5108,5108,Include in FY19 calib,FY18_Calibrated&Unused,,973,973,,Include FY18 Calib,Piloting FY16,,;,1.359425412,1.4851859,0.1976751,0,0,0,0,0,0,7.NS.1b,CU
1243,@5109,5109,Include in FY19 calib,FY18_Calibrated&Unused,,973,973,,Include FY18 Calib,Piloting FY16,,;,0.862889824,0.632116,0.2234516,0,0,0,0,0,0,8.EE.7b,PU
1244,@5111,5111,Include in FY19 calib,FY18_Calibrated&Unused,,575,575,,Include FY18 Calib,Piloting FY16,,;,1.348707118,0.7797099,0.3042324,0,0,0,0,0,0,5.MD.5b,PU
1245,@5112,5112,Include in FY19 calib,FY18_Calibrated&Unused,,575,575,,Include FY18 Calib,Piloting FY16,,;,0.984823824,0.8559602,0.2267603,0,0,0,0,0,0,6.EE.2,PU
1246,@5113,5113,Include in FY19 calib,FY18_Calibrated&Unused,,575,575,,Include FY18 Calib,Piloting FY16,,;,0.999224471,0.9483109,0.2827057,0,0,0,0,0,0,4.MD.5a,CU
1247,@5124,5124,Include in FY19 calib,FY18_Calibrated&Unused,,380,380,,Include FY18 Calib,Piloting FY16,,;,1.689464176,0.8405602,0.081206,0,0,0,0,0,0,8.EE.8a,PU
1248,@5125,5125,Include in FY19 calib,FY18_Calibrated&Unused,,380,380,,Include FY18 Calib,Piloting FY16,,;,1.12,1.5029175,0.2,0,0,0,0,0,0,7.RP.2a,PU
1249,@5126,5126,Include in FY19 calib,FY18 Operational ,,909,380,,Include FY18 Calib,Piloting FY16,,;,1.12,0.9428491,0.2,0,0,0,0,0,0,8.EE.7a,CU
1250,@5127,5127,Include in FY19 calib,FY18_Calibrated&Unused,,380,380,,Include FY18 Calib,Piloting FY16,,;,1.12,3.4151665,0.2,0,0,0,0,0,0,7.RP.2a,PU
1251,@5145,5145,Include in FY19 calib,Piloting FY17,,201,,,,,,,,,,,,,,,,6.NS.6b,PU
1252,@5146,5146,Include in FY19 calib,FY18_Calibrated&Unused,,1272,1272,,Include FY18 Calib,Piloting FY16,,;,1.12,0.888029,0.2,0,0,0,0,0,0,4.NF.6,PU
1253,@5148,5148,Include in FY19 calib,FY18 Operational ,,1801,1272,,Include FY18 Calib,Piloting FY16,,;,1.421324941,1.2356742,0.1377726,0,0,0,0,0,0,7.NS.3,CU
1254,@5149,5149,Include in FY19 calib,FY18_Calibrated&Unused,,1272,1272,,Include FY18 Calib,Piloting FY16,,;,0.544555588,-0.3733409,0.2774693,0,0,0,0,0,0,7.NS.2d,PU
1255,@5150,5150,Include in FY19 calib,FY18_Calibrated&Unused,,836,836,,Include FY18 Calib,Piloting FY16,,;,1.199328941,0.8911645,0.2447278,0,0,0,0,0,0,4.MD.5b,PU
1256,@5151,5151,Include in FY19 calib,FY18_Calibrated&Unused,,836,836,,Include FY18 Calib,Piloting FY16,,;,0.869905176,1.8052349,0.1657446,0,0,0,0,0,0,4.NF.3b,CU
1257,@5152,5152,Include in FY19 calib,FY18_Calibrated&Unused,,836,836,,Include FY18 Calib,Piloting FY16,,;,1.12,1.2459041,0.2,0,0,0,0,0,0,7.G.6,PU
1258,@5153,5153,Include in FY19 calib,FY18_Calibrated&Unused,,836,836,,Include FY18 Calib,Piloting FY16,,;,1.166079412,1.886108,0.0820536,0,0,0,0,0,0,5.NBT.5,CU
1259,@5157,5157,Include in FY19 calib,FY18 Operational ,,1658,1272,,Include FY18 Calib,Piloting FY16,,;,0.939732294,0.9172902,0.2915667,0,0,0,0,0,0,8.EE.8c,PU
1260,@5158,5158,Include in FY19 calib,FY18_Calibrated&Unused,,518,518,,Include FY18 Calib,Piloting FY16,,;,1.054727471,0.9916596,0.1809031,0,0,0,0,0,0,7.NS.1c,CU
1261,@5160,5160,Include in FY19 calib,FY18 Operational ,,603,518,,Include FY18 Calib,Piloting FY16,,;,1.152278471,2.0669145,0.1909448,0,0,0,0,0,0,N.Q.1,ST
1262,@5161,5161,Include in FY19 calib,FY18_Calibrated&Unused,,518,518,,Include FY18 Calib,Piloting FY16,,;,1.373264294,0.6289203,0.2724959,0,0,0,0,0,0,N.Q.3,PU
1263,@5162,5162,Include in FY19 calib,FY18_Calibrated&Unused,,518,518,,Include FY18 Calib,Piloting FY16,,;,0.522365235,1.0682017,0.260056,0,0,0,0,0,0,A.REI.2,PU
1264,@5163,5163,Include in FY19 calib,FY18 Operational ,,539,518,,Include FY18 Calib,Piloting FY16,,;,1.12,2.7998669,0.2,0,0,0,0,0,0,A.APR.6,CU
1265,@5169,5169,Include in FY19 calib,FY18_Calibrated&Unused,,199,199,,Include FY18 Calib,Piloting FY16,,;,0.849917647,-0.2001033,0.2535762,0,0,0,0,0,0,8.F.4,PU
1266,@5170,5170,Include in FY19 calib,FY18_Calibrated&Unused,,199,199,,Include FY18 Calib,Piloting FY16,,;,0.712847294,0.9238627,0.2500414,0,0,0,0,0,0,A.CED.3,PU
1267,@5173,5173,Include in FY19 calib,FY18 Operational ,,313,199,,Include FY18 Calib,Piloting FY16,,;,1.12,1.8368973,0.2,0,0,0,0,0,0,F.IF.1,PU
1268,@5200,5200,Include in FY19 calib,Piloting FY17,,319,,,,,,,,,,,,,,,,7.NS.1b,PU
1269,@5201,5201,Include in FY19 calib,Piloting FY17,,319,,,,,,,,,,,,,,,,7.RP.2c,PU
1270,@5202,5202,Include in FY19 calib,Piloting FY17,,319,,,,,,,,,,,,,,,,7.RP.2c,CU
1271,@5204,5204,Include in FY19 calib,Piloting FY17,,277,,,,,,,,,,,,,,,,7.SP.2,ST
1272,@5205,5205,Include in FY19 calib,Piloting FY17,,169,,,,,,,,,,,,,,,,7.EE.3,ST
1273,@5206,5206,Include in FY19 calib,Piloting FY18,,175,,,,,,,,,,,,,,,,G.GMD.3,PU
1274,@5207,5207,Include in FY19 calib,Piloting FY18,,175,,,,,,,,,,,,,,,,A.REI.3,PU
1275,@5208,5208,Include in FY19 calib,Piloting FY18,,175,,,,,,,,,,,,,,,,G.MG.2,PU
1276,@5210,5210,Include in FY19 calib,Piloting FY17,,181,,,,,,,,,,,,,,,,4.MD.3,PU
1277,@5211,5211,Include in FY19 calib,FY18_Calibrated&Unused,,377,298,,Include FY18 Calib,Piloting FY17,,;,1.12,2.9573279,0.2,0,0,0,0,0,0,5.NF.5a,PU
1278,@5212,5212,Include in FY19 calib,Piloting FY17,"N<150, try to calib?",144,,,,,,,,,,,,,,,,2.MD.3,PU
1279,@5213,5213,Include in FY19 calib,Piloting FY17,,169,,,,,,,,,,,,,,,,3.OA.1,ST
1280,@5214,5214,Include in FY19 calib,Piloting FY17,"N<150, try to calib?",144,,,,,,,,,,,,,,,,3.OA.2,CU
1281,@5215,5215,Include in FY19 calib,Piloting FY17,,194,,,,,,,,,,,,,,,,4.MD.3,ST
1282,@5216,5216,Include in FY19 calib,Piloting FY17,,181,,,,,,,,,,,,,,,,4.NBT.4,CU
1283,@5217,5217,Include in FY19 calib,Piloting FY17,"N<150, try to calib?",144,,,,,,,,,,,,,,,,3.NF.3d,CU
1284,@5219,5219,Include in FY19 calib,FY18_Calibrated&Unused,,464,344,,Include FY18 Calib,Piloting FY17,,;,1.12,1.6943524,0.2,0,0,0,0,0,0,7.G.6,PU
1285,@5220,5220,Include in FY19 calib,FY18_Calibrated&Unused,,571,427,,Include FY18 Calib,Piloting FY17,,;,1.12,1.9971774,0.2,0,0,0,0,0,0,6.RP.3d,ST
1286,@5221,5221,Include in FY19 calib,Piloting FY17,,319,,,,,,,,,,,,,,,,7.RP.2c,PU
1287,@5222,5222,Include in FY19 calib,FY18_Calibrated&Unused,,315,254,,Include FY18 Calib,Piloting FY17,,;,1.12,1.9020581,0.2,0,0,0,0,0,0,6.EE.7,PU
1288,@5223,5223,Include in FY19 calib,Piloting FY17,,194,,,,,,,,,,,,,,,,6.NS.2,ST
1289,@5224,5224,Include in FY19 calib,Piloting FY17,,194,,,,,,,,,,,,,,,,4.NBT.6,ST
1290,@5225,5225,Include in FY19 calib,Piloting FY17,,194,,,,,,,,,,,,,,,,4.NF.2,ST
1291,@5226,5226,Include in FY19 calib,Piloting FY17,,181,,,,,,,,,,,,,,,,5.NF.1,PU
1292,@5229,5229,Include in FY19 calib,Piloting FY18,,175,,,,,,,,,,,,,,,,8.F.4,PU
1293,@5230,5230,Include in FY19 calib,Piloting FY17,,178,,,,,,,,,,,,,,,,4.NF.3d,ST
1294,@5231,5231,Include in FY19 calib,Piloting FY18,,175,,,,,,,,,,,,,,,,8.G.4,CU
1295,@5232,5232,Include in FY19 calib,Piloting FY17,,277,,,,,,,,,,,,,,,,6.NS.1,ST
1296,@5233,5233,Include in FY19 calib,FY18 Operational ,,1784,344,,Include FY18 Calib,Piloting FY17,,;,1.12,0.7975789,0.2,0,0,0,0,0,0,6.NS.1,ST
1297,@5234,5234,Include in FY19 calib,Piloting FY17,,375,,,,,,,,,,,,,,,,8.EE.4,ST
1298,@5235,5235,Include in FY19 calib,Piloting FY18,,278,,,,,,,,,,,,,,,,8.EE.1,CU
1299,@5236,5236,Include in FY19 calib,FY18 Operational ,,898,408,,Include FY18 Calib,Piloting FY17,,;,1.12,1.4958578,0.2,0,0,0,0,0,0,8.EE.8a,ST
1300,@5237,5237,Include in FY19 calib,FY18 Operational ,,1290,344,,Include FY18 Calib,Piloting FY17,,;,1.12,-0.0970331,0.2,0,0,0,0,0,0,7.SP.3,ST
1301,@5238,5238,Include in FY19 calib,FY18_Calibrated&Unused,,377,298,,Include FY18 Calib,Piloting FY17,,;,1.12,2.015722,0.2,0,0,0,0,0,0,5.NBT.4,ST
1302,@5239,5239,Include in FY19 calib,Piloting FY17,,196,,,,,,,,,,,,,,,,6.G.1,ST
1303,@5240,5240,Include in FY19 calib,FY18_Calibrated&Unused,,377,298,,Include FY18 Calib,Piloting FY17,,;,1.12,1.3931562,0.2,0,0,0,0,0,0,4.OA.3,ST
1304,@5241,5241,Include in FY19 calib,Piloting FY17,,181,,,,,,,,,,,,,,,,4.NBT.6,CU
1305,@5242,5242,Include in FY19 calib,FY18_Calibrated&Unused,,264,195,,Include FY18 Calib,Piloting FY17,,;,1.12,1.1381733,0.2,0,0,0,0,0,0,4.NBT.6,PU
1306,@5243,5243,Include in FY19 calib,FY18 Operational ,,998,254,,Include FY18 Calib,Piloting FY17,,;,1.12,0.0760017,0.2,0,0,0,0,0,0,4.MD.2,ST
1307,@5244,5244,Include in FY19 calib,Piloting FY17,,194,,,,,,,,,,,,,,,,4.OA.1,PU
1308,@5245,5245,Include in FY19 calib,Piloting FY17,,181,,,,,,,,,,,,,,,,4.OA.4,CU
1309,@5246,5246,Include in FY19 calib,Piloting FY17,,201,,,,,,,,,,,,,,,,5.NF.2,PU
1310,@5247,5247,Include in FY19 calib,FY18 Operational ,,411,195,,Include FY18 Calib,Piloting FY17,,;,1.12,-0.7610185,0.2,0,0,0,0,0,0,5.NF.2,PU
1311,@5248,5248,Include in FY19 calib,Piloting FY17,,178,,,,,,,,,,,,,,,,5.NF.2,ST
1312,@5249,5249,Include in FY19 calib,FY18_Calibrated&Unused,,264,195,,Include FY18 Calib,Piloting FY17,,;,1.12,1.0915972,0.2,0,0,0,0,0,0,5.NF.3,CU
1313,@5250,5250,Include in FY19 calib,Piloting FY17,,196,,,,,,,,,,,,,,,,5.NF.5a,CU
1314,@5251,5251,Include in FY19 calib,FY18 Operational ,,1514,254,,Include FY18 Calib,Piloting FY17,,;,1.12,0.1032106,0.2,0,0,0,0,0,0,5.NF.5a,ST
1315,@5252,5252,Include in FY19 calib,Piloting FY17,,319,,,,,,,,,,,,,,,,6.EE.1,PU
1316,@5253,5253,Include in FY19 calib,Piloting FY17,,335,,,,,,,,,,,,,,,,4.MD.3,ST
1317,@5254,5254,Include in FY19 calib,Piloting FY17,,277,,,,,,,,,,,,,,,,6.NS.1,PU
1318,@5255,5255,Include in FY19 calib,FY18_Calibrated&Unused,,571,427,,Include FY18 Calib,Piloting FY17,,;,1.12,0.1065894,0.2,0,0,0,0,0,0,6.EE.4,CU
1319,@5256,5256,Include in FY19 calib,Piloting FY17,,335,,,,,,,,,,,,,,,,6.G.1,ST
1320,@5257,5257,Include in FY19 calib,Piloting FY17,,277,,,,,,,,,,,,,,,,6.NS.2,PU
1321,@5258,5258,Include in FY19 calib,FY18_Calibrated&Unused,,571,427,,Include FY18 Calib,Piloting FY17,,;,1.12,0.1910717,0.2,0,0,0,0,0,0,6.NS.2,PU
1322,@5260,5260,Include in FY19 calib,Piloting FY17,,169,,,,,,,,,,,,,,,,G.GMD.3,ST
1323,@5261,5261,Include in FY19 calib,Piloting FY17,,335,,,,,,,,,,,,,,,,7.EE.3,ST
1324,@5262,5262,Include in FY19 calib,FY18_Calibrated&Unused,,464,344,,Include FY18 Calib,Piloting FY17,,;,1.12,0.3980352,0.2,0,0,0,0,0,0,7.EE.3,PU
1325,@5263,5263,Include in FY19 calib,Piloting FY17,,375,,,,,,,,,,,,,,,,8.EE.8b,CU
1326,@5264,5264,Include in FY19 calib,Piloting FY17,,375,,,,,,,,,,,,,,,,8.EE.8b,ST
1327,@5265,5265,Include in FY19 calib,FY18 Operational ,,1052,408,,Include FY18 Calib,Piloting FY17,,;,1.12,1.0340789,0.2,0,0,0,0,0,0,8.F.3,CU
1328,@5267,5267,Include in FY19 calib,FY18_Calibrated&Unused,,528,408,,Include FY18 Calib,Piloting FY17,,;,1.12,-0.0517272,0.2,0,0,0,0,0,0,6.EE.7,ST
1329,@5268,5268,Include in FY19 calib,Piloting FY17,,375,,,,,,,,,,,,,,,,8.F.1,ST
1330,@5269,5269,Include in FY19 calib,FY18 Operational ,,616,457,,Include FY18 Calib,Piloting FY17,,;,1.12,2.6748007,0.2,0,0,0,0,0,0,4.G.1,CU
1331,@5272,5272,Include in FY19 calib,FY18 Operational ,,316,142,,Include FY18 Calib,Piloting FY17,,;,1.12,-0.4288372,0.2,0,0,0,0,0,0,2.MD.3,ST
1332,@5278,5278,Include in FY19 calib,FY18_Calibrated&Unused,,169,142,,Include FY18 Calib,Piloting FY17,,;,1.12,1.1898443,0.2,0,0,0,0,0,0,3.NF.3d,ST
1333,@5280,5280,Include in FY19 calib,FY18_Calibrated&Unused,,169,142,,Include FY18 Calib,Piloting FY17,,;,1.12,0.969637,0.2,0,0,0,0,0,0,3.OA.1,CU
1334,@5282,5282,Include in FY19 calib,Piloting FY17,"N<150, try to calib?",144,,,,,,,,,,,,,,,,3.OA.2,PU
1335,@5284,5284,Include in FY19 calib,FY18_Calibrated&Unused,,169,142,,Include FY18 Calib,Piloting FY17,,;,1.12,1.1677425,0.2,0,0,0,0,0,0,3.OA.2,ST
1336,@5285,5285,Include in FY19 calib,Piloting FY17,"N<150, try to calib?",144,,,,,,,,,,,,,,,,3.OA.2,ST
1337,@5286,5286,Include in FY19 calib,FY18_Calibrated&Unused,,315,254,,Include FY18 Calib,Piloting FY17,,;,1.12,-0.5390641,0.2,0,0,0,0,0,0,4.MD.3,PU
1338,@5287,5287,Include in FY19 calib,Piloting FY17,,178,,,,,,,,,,,,,,,,4.MD.3,ST
1339,@5289,5289,Include in FY19 calib,FY18_Calibrated&Unused,,264,195,,Include FY18 Calib,Piloting FY17,,;,1.12,-1.6035839,0.2,0,0,0,0,0,0,4.NBT.4,PU
1340,@5290,5290,Include in FY19 calib,Piloting FY18,,473,,,,,,,,,,,,,,,,4.NBT.4,CU
1341,@5291,5291,Include in FY19 calib,FY18_Calibrated&Unused,,264,195,,Include FY18 Calib,Piloting FY17,,;,1.12,0.1054476,0.2,0,0,0,0,0,0,4.NF.2,PU
1342,@5292,5292,Include in FY19 calib,FY18_Calibrated&Unused,,377,298,,Include FY18 Calib,Piloting FY17,,;,1.12,0.3053879,0.2,0,0,0,0,0,0,4.NF.2,CU
1343,@5293,5293,Include in FY19 calib,Piloting FY17,,178,,,,,,,,,,,,,,,,4.NF.2,ST
